timestamp,asset,side,quantity,entry_price,exit_price,profit_loss,balance
2023-01-03 10:02:00,MSFT,BUY,45,390.97,388.32,-119.45,24880.55
2023-01-03 10:33:00,TSLA,BUY,27,244.71,247.32,70.44,24950.99
2023-01-03 11:19:00,MSFT,BUY,85,393.08,397.68,390.89,25341.88
2023-01-03 12:02:00,QQQ,BUY,13,409.04,410.61,20.39,25362.27
2023-01-03 12:08:00,MSFT,BUY,39,390.47,392.39,74.81,25437.08
2023-01-03 12:47:00,AAPL,BUY,93,174.11,175.1,91.71,25528.79
2023-01-03 13:18:00,QQQ,BUY,67,413.0,415.95,197.64,25726.43
2023-01-03 13:54:00,AMZN,BUY,30,194.47,193.82,-19.63,25706.8
2023-01-03 14:24:00,QQQ,SELL,45,408.77,406.51,-101.56,25605.24
2023-01-03 14:43:00,NVDA,BUY,53,859.94,869.48,505.59,26110.83
2023-01-03 14:59:00,MSFT,BUY,58,391.6,394.42,163.55,26274.38
2023-01-03 15:36:00,MSFT,SELL,54,387.41,384.23,-171.57,26102.81
2023-01-04 09:30:00,AMZN,BUY,68,195.72,196.5,52.7,26155.51
2023-01-04 10:00:00,MSFT,SELL,20,389.77,391.61,36.74,26192.25
2023-01-04 10:50:00,AMZN,SELL,83,194.55,195.99,119.93,26312.18
2023-01-04 11:19:00,TSLA,BUY,15,245.4,248.31,43.69,26355.87
2023-01-04 12:03:00,TSLA,SELL,20,244.17,246.65,49.59,26405.46
2023-01-04 12:51:00,TSLA,BUY,58,246.26,245.62,-37.03,26368.43
2023-01-04 13:21:00,AMZN,SELL,91,194.18,192.82,-123.45,26244.98
2023-01-04 13:53:00,SPY,BUY,57,483.84,486.38,144.84,26389.82
2023-01-04 14:48:00,SPY,BUY,95,486.97,484.16,-267.29,26122.53
2023-01-04 15:13:00,AMZN,BUY,87,195.35,194.08,-110.3,26012.23
2023-01-05 09:30:00,NVDA,BUY,30,859.85,865.25,161.88,26174.11
2023-01-05 10:00:00,GOOGL,SELL,44,175.08,176.32,54.58,26228.69
2023-01-05 10:40:00,TSLA,SELL,17,244.73,247.07,39.75,26268.44
2023-01-05 11:07:00,TSLA,BUY,50,244.01,241.94,-103.28,26165.16
2023-01-05 11:46:00,QQQ,SELL,18,411.88,410.44,-25.89,26139.27
2023-01-05 12:35:00,TSLA,SELL,37,245.12,242.87,-83.16,26056.11
2023-01-05 13:05:00,GOOGL,SELL,92,174.39,175.48,100.61,26156.72
2023-01-05 13:43:00,GOOGL,BUY,43,175.26,176.51,53.56,26210.28
2023-01-05 14:11:00,NVDA,BUY,81,853.91,858.5,371.85,26582.13
2023-01-05 14:52:00,AMZN,SELL,84,194.84,196.6,147.79,26729.92
2023-01-05 15:25:00,QQQ,SELL,38,410.53,408.88,-62.62,26667.3
2023-01-05 15:59:00,NVDA,SELL,21,851.75,853.77,42.37,26709.67
